Year,Film,C?,Bathtub,#B,Shower,#S,Other,Bathtub Actress 1,Bathtub Actress 2,Bathtub Actress 3,Bathtub Actress 4,Bathtub Actor 1,Bathtub Actor 2,Shower Actress 1,Shower Actress 2,Shower Actress 3,Shower Actor 1,Shower Actor 2,Shower Actor 3,Other Actress,Other Actor,M/F Bathtub Solo?,Bathtub Together?,Shower Togther?,M/F Shower Solo,Other Together?,Notes,Script,script_id,imdb_id,gross (inflation-adjusted),Notes
2013,Prisoners,,,,,,,,,,,,,,,,,,,,,,,,,,,https://indiegroundfilms.files.wordpress.com/2014/01/prisoners-may17-2013-pink-final-numbered.pdf,9083,tt1392214,65,
2013,Short Term 12,,Bathtub,1,Shower,1,,Brie Larson,,,,,,Brie Larson,,,,,,,,,,,,,,http://gointothestory.blcklst.com/wp-content/uploads/2013/12/Short-Term-12-FINAL.pdf,4949,tt2370248,1,
2013,One Chance,,,,,,,,,,,,,,,,,,,,,,,,,,,http://indiegroundfilms.files.wordpress.com/2014/01/one-chance.pdf,9051,tt1196956,,
2013,The Secret Life of Walter Mitty,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.dailyscript.com/scripts/Secret_Life_of_Walter_MItty,The.pdf",4925,tt0359950,62,
2013,Now You See Me,,,,,,,,,,,,,,,,,,,,,,,,,,,NOW YOU SEE ME (2013) by Boaz Yakin & Edwart Ricourt [2009.05] [Scan] [Hit'10].pdf,7681,tt1670345,126,
2013,World War Z,,,,,,,,,,,,,,,,,,,,,,,,,,,http://indiegroundfilms.files.wordpress.com/2014/01/world-war-z.pdf,9236,tt0816711,216,
2013,Enough Said,,,,,,,,,,,,,,,,,,,,,,,,,,,http://gointothestory.blcklst.com/wp-content/uploads/2014/11/Enough-Said.pdf,5399,tt2390361,18,
2013,42,,,,Shower,1,,,,,,,,,,,Chadwick Boseman,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/42 Script.html,1502,tt0453562,101,
2013,August: Osage County,,,,,,,,,,,,,,,,,,,,,,,,,,,http://gointothestory.blcklst.com/wp-content/uploads/2014/06/August-Osage-County.pdf,5378,tt1322269,40,
2013,The Past,,,,,,,,,,,,,,,,,,,,,,,,,,,http://indiegroundfilms.files.wordpress.com/2014/01/past-the-sep-2013-shooting.pdf,9062,tt2404461,1,
2014,Gone Girl,C,Bathtub,1,Shower,2,,Rosamund Pike,,,,,,Rosamund Pike,,,Ben Affleck,,,,,,,,F;M,,,"Gone Girl (06.14.13, Gillian Flynn, David Fincher's Movie, 2014).pdf",6271,tt2267998,178,
2014,St. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,,http://gointothestory.blcklst.com/wp-content/uploads/2014/11/St.-Vincent.pdf,5472,tt2170593,46,
2014,About Last Night,,,,Shower,1,,,,,,,,Demi Moore,,,Rob Lowe,,,,,,,Together,,,Shower sex scene,https://wikileaks.org/sony/docs/03_03/Mktrsch/Market%20Research/Scripts/Released/ALN%2520White%2520Shooting%25209.5.12%20Andrew%20Ferguson.pdf,6034,tt1826590,51,
2014,Get on Up,,,,,,,,,,,,,,,,,,,,,,,,,,,http://gointothestory.blcklst.com/wp-content/uploads/2014/11/Get-On-Up.pdf,5408,tt2473602,32,
2014,Inherent Vice,,,,,,,,,,,,,,,,,,,,,,,,,,,INHERENT VICE (2014) by Paul Thomas Anderson [2013.08.07] [Shoot.] [Digital].pdf,6867,tt1791528,8,
2014,The Gambler,,Bathtub,2,,,,,,,,Mark Wahlberg,,,,,,,,,,,,,,,,http://gointothestory.blcklst.com/wp-content/uploads/2014/12/Gambler-The.pdf,5488,tt2039393,35,
2014,Birdman or (The Unexpected Virtue of Ignorance),,,,,,,,,,,,,,,,,,,,,,,,,,,http://gointothestory.blcklst.com/wp-content/uploads/2014/11/BIRDMAN.pdf,5385,tt2562232,45,
2014,Sabotage,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabotage (2014) [David Ayer Draft][2012-08].pdf,7977,tt1742334,11,
2014,Infinitely Polar Bear,,,,,,,,,,,,,,,,,,,,,,,,,,,http://gointothestory.blcklst.com/wp-content/uploads/2015/11/Infinitely-Polar-Bear.pdf,5420,tt1969062,1,
2014,Wild,C,,,Shower,1,,,,,,,,Reese Witherspoon,,,,,,,,,,,,,,Wild.pdf,6907,tt2305051,40,
2014,Cake,,,,Shower,1,,,,,,,,,,,Manuel Garcia-Rulfo,,,,,,,,,,,Cake by Patrick Tobin.pdf,6527,tt3442006,1,
2014,A Most Violent Year,,,,,,,,,,,,,,,,,,,,,,,,,,,http://gointothestory.blcklst.com/wp-content/uploads/2014/12/A-Most-Violent-Year.pdf,5368,tt2937898,6,
2014,Big Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG EYES - Scott Alexander & Larry Karaszewski.pdf,6910,tt1126590,15,
2014,Wild Tales,,,,,,,,,,,,,,,,,,,,,,,,,,,http://gointothestory.blcklst.com/wp-content/uploads/2015/01/Wild-Tales.pdf,5514,tt3011894,3,
2014,Foxcatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Foxcatcher Script.html,2313,tt1100089,12,
2014,While We're Young,,,,,,,,,,,,,,,,,,,,,,,,,,,http://gointothestory.blcklst.com/wp-content/uploads/2015/10/While-Were-Young.pdf,5511,tt1791682,8,
2014,Maleficent,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.docdroid.net/9fhh/maleficent.pdf.html,8653,tt1587310,256,
2014,The Maze Runner,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maze Runner, The - Noah Oppenheim [06.10.2011].pdf",7822,tt1790864,108,
2014,Bad Country,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Bad Country Script.html,1739,tt2350892,,
2015,The Diary of a Teenage Girl,,Bathtub,1,Shower,1,,Bel Powley,,,,,,Bel Powley,,,Alexander Skarsgard,,,,,,,Together,,,Shower sex scene,http://gointothestory.blcklst.com/wp-content/uploads/2015/11/Diary-of-a-Teenage-Girl-The.pdf,5484,tt3172532,1,
2015,Mistress America,,,,,,,,,,,,,,,,,,,,,,,,,,,http://gointothestory.blcklst.com/wp-content/uploads/2015/12/Mistress-America.pdf,5443,tt2872462,2,
2015,Trumbo,C,Bathtub,1,,,,,,,,Bryan Cranston,,,,,,,,,,,,,,,,http://gointothestory.blcklst.com/wp-content/uploads/2015/10/Trumbo.pdf,5506,tt3203606,,
2015,Slow West,,,,,,,,,,,,,,,,,,,,,,,,,,,http://gointothestory.blcklst.com/wp-content/uploads/2015/10/Slow-West.pdf,5467,tt3205376,,
2015,Star Wars: The Force Awakens,,,,,,,,,,,,,,,,,,,,,,,,,,,https://imsdb.com/Movie%20Scripts/Star%20Wars:%20The%20Force%20Awakens%20Script.html,,,,
2015,Sicario,,,,Shower,1,,,,,,,,Emily Blunt,,,,,,,,,,,,,,https://imsdb.com/scripts/Sicario.html,,,,
2015,I'll See You in My Dreams,,,,,,,,,,,,,,,,,,,,,,,,,,,http://gointothestory.blcklst.com/wp-content/uploads/2015/10/Ill-See-You-In-My-Dreams.pdf,5418,tt3236120,7,
2015,I Smile Back,,,,Shower,1,,,,,,,,Sarah Silverman,,,,,,,,,,,,,,http://gointothestory.blcklst.com/wp-content/uploads/2015/12/I-Smile-Back.pdf,5417,tt3640682,,
2015,Room,C,Bathtub,1,Shower,1,,Brie Larson,,,,Jacob Tremblay,,Brie Larson,,,,,,,,,Together,,,,,https://imsdb.com/scripts/Room.html,,,,
2015,Danny Collins,,,,Shower,1,,,,,,,,Katarina Cas,,,,,,,,,,,,,,http://gointothestory.blcklst.com/wp-content/uploads/2015/10/Danny-Collins.pdf,5396,tt1772288,5,
2015,No Escape,,,,,,,,,,,,,,,,,,,,,,,,,,,NO ESCAPE (2015) (aka THE COUP) by John Erick Dowdle & Drew Dowdle [2012.12.06] [Digital] (1).pdf,8409,tt1781922,28,
2015,Mississippi Grind,,,,,,,,,,,,,,,,,,,,,,,,,,,http://gointothestory.blcklst.com/wp-content/uploads/2015/10/Mississippi-Grind.pdf,5442,tt2349144,,
2015,Carol,,,,,,,,,,,,,,,,,,,,,,,,,,,http://gointothestory.blcklst.com/wp-content/uploads/2015/11/CAROL.pdf,5390,tt2402927,,
2015,I Saw the Light,,,,Shower,1,,,,,,,,,,,Tom Hiddleston,,,,,,,,,,,https://dailyscript.com/scripts/isawthelight_screenplay.pdf,,,,
2015,The Lady in the Van,,,,,,,,,,,,,,,,,,,,,,,,,,,http://gointothestory.blcklst.com/wp-content/uploads/2015/11/Lady-in-the-Van-The.pdf,5491,tt3722070,0,
2015,Son of Saul,,,,,,,,,,,,,,,,,,,,,,,,,,,http://gointothestory.blcklst.com/wp-content/uploads/2015/11/Son-of-Saul-The.pdf,5499,tt3808342,0,
2015,Truth,,,,,,,,,,,,,,,,,,,,,,,,,,,http://gointothestory.blcklst.com/wp-content/uploads/2015/11/Truth.pdf,5507,tt3859076,2,
2015,The Big Short,C,Bathtub,1,,,,Margot Robbie,,,,,,,,,,,,,,,,,,,,http://gointothestory.blcklst.com/wp-content/uploads/2016/01/The-Big-Short.pdf,5496,tt1596363,62,
2015,Joy,,,,,,,,,,,,,,,,,,,,,,,,,,,JOY by Annie Mumolo [2013.05.17] [1st Studio Draft] [Digital] [Unprod.].pdf,8196,tt2446980,57,
2015,The Revenant,,,,,,,,,,,,,,,,,,,,,,,,,,,"REVENANT, THE (2015) 2007.04.24 draft by Mark L. Smith.pdf",8257,tt1663202,147,
2015,Beasts of No Nation,C,,,Shower,1,,,,,,,,,,,Francis Weddey,,,,,,,,,,,https://imsdb.com/scripts/Beasts-of-No-Nation.html,,,,
2015,Straight Outta Compton,,,,,,,,,,,,,,,,,,,,,,,,,,,https://imsdb.com/scripts/Straight-Outta-Compton.html,,,,
2015,Southpaw,,,,,,,,,,,,,,,,,,,,,,,,,,,SOUTHPAW (2015) 2014.03.03 draft by Kurt Sutter.pdf,7836,tt1798684,54,
2015,The Martian,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://imsdb.com/scripts/Martian,-The.html",,,,
2015,The Danish Girl,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://imsdb.com/scripts/Danish-Girl,-The.html",,,,
2016,Little Men,,,,Shower,1,,,,,,,,,,,Greg Kinnear,,,,,,,,,,,https://imsdb.com/scripts/Little-Men.html,,,,
2016,Deadpool,,,,,,,,,,,,,,,,,,,,,,,,,,,https://imsdb.com/scripts/Deadpool.html,,,,
2016,Moonlight,C,Bathtub,1,,,,,,,,Alex R. Hibbert,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/MOONLIGHT.pdf,,,,
2016,Jackie,C,,,Shower,1,,,,,,,,Natalie Portman,,,,,,,,,,,,,,https://dailyscript.com/scripts/Jackie.pdf,,,,
2016,20th Century Women,C,Bathtub,1,,,,Annette Bening,,,,,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/20TH_CENTURY_WOMEN.pdf,,,,
2016,La La Land,C,,,Shower,1,,,,,,,,Emma Stone,,,,,,,,,,,,,,https://imsdb.com/scripts/La-La-Land.html,,,,
2016,Love & Friendship,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/Love_and_Friendship_ScriptDownload.pdf,,,,
2016,Arrival,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/arrival.pdf,,,,
2016,The Lost City of Z,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/2015-10-25-LCOZ-FINAL-FULL-SHOOTING-SCRIPT-WHITE-TO-BUFF.pdf,,,,
2016,The Comedian,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/thecomedian_screenplay.pdf,,,,
2016,The Founder,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/THE-FOUNDER_Script_wCover_Rd12.pdf,,,,
2016,Fences,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/fences.pdf,,,,
2016,Toni Erdmann,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/tonierdmann_screenplay.pdf,,,,
2016,The Hollars,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/thehollars_screenplay.pdf,,,,
2016,Equity,,,,Shower,1,,,,,,,,Alysia Reiner,,,,,,,,,,,,,,https://dailyscript.com/scripts/equity_screenplay.pdf,,,,
2016,Silence,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.dailyscript.com/scripts/silence.pdf,,,,
2016,Passengers,,Bathtub,1,,,,,,,,Chris Pratt,,,,,,,,,,,,,,,,https://imsdb.com/scripts/Passengers.html,,,,
2016,Gold,C,,,Shower,1,,,,,,,,,,,Matthew McConaughey,,,,,,,,,,,https://dailyscript.com/scripts/GOLD_Script_wCover_R1.pdf,,,,
2016,Lion,,,,Shower,1,,,,,,,,,,,Dev Patel,,,,,,,,,,,https://dailyscript.com/scripts/LION_Script_wCover_R31.pdf,,,,
2016,Elle,C,Bathtub,1,Shower,1,,Isabelle Huppert,,,,,,Isabelle Huppert,,,,,,,,,,,,,,https://dailyscript.com/scripts/elle_screenplay.pdf,,,,
2017,The Florida Project,,Bathtub,1,,,,Brooklynn Prince,,,,,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/The_Florida_Project_Script.pdf,,,,
2017,It,,,,,,,,,,,,,,,,,,,,,,,,,,,https://imsdb.com/scripts/It.html,,,,
2017,Wonderstruck,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/Wonderstruck-FINAL-SCRIPT.pdf,,,,
2017,The Post,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/the-post-2017.pdf,,,,
2017,Call Me by Your Name,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/callmebyyourname_screenplay.pdf,,,,
2017,Thor: Ragnarok,,,,,,,,,,,,,,,,,,,,,,,,,,,https://imsdb.com/scripts/Thor-Ragnarok.html,,,,
2017,Okja,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/OKJA.pdf,,,,
2017,mother!,C,,,Shower,1,,,,,,,,Jennifer Lawrence,,,,,,,,,,,,,,https://dailyscript.com/scripts/mother.pdf,,,,
2017,Lady Bird,C,Bathtub,1,,,,Saoirse Ronan,,,,,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/LADY_BIRD_shooting_script.pdf,,,,
2017,Last Flag Flying,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/LFGF_Revised-White-Shooting-Script_10.30.164.pdf,,,,
2017,Logan,,,,Shower,1,,,,,,,,,,,Hugh Jackman,,,,,,,,,,,https://imsdb.com/scripts/Logan.html,,,,
2017,War for the Planet of the Apes,,,,,,,,,,,,,,,,,,,,,,,,,,,https://imsdb.com/scripts/War-for-the-Planet-of-the-Apes.html,,,,
2017,A Prayer Before Dawn,,,,Shower,1,,,,,,,,,,,Joe Cole,,,,,,,,,,,https://imsdb.com/scripts/A-Prayer-Before-Dawn.html,,,,
2017,Get Out,,,,,,,,,,,,,,,,,,,,,,,,,,,https://imsdb.com/scripts/Get-Out.html,,,,
2017,First They Killed My Father,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/FTKMF.pdf,,,,
2017,Wonder Woman,C,,,,,Grotto,,,,,,,,,,,,,,Chris Pine,,,,,,,https://imsdb.com/scripts/Wonder-Woman.html,,,,
2017,Beauty and the Beast,,,,,,,,,,,,,,,,,,,,,,,,,,,https://imsdb.com/scripts/Beauty-and-the-Beast.html,,,,
2017,The Disaster Artist,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/The_Disaster_Artist_Script.pdf,,,,
2017,The Meyerowitz Stories,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/TMS.PDF,,,,
2017,Downsizing,C,Bathtub,1,Shower,1,,Laura Dern,,,,,,,,,Matt Damon,,,,,,,,,,,https://dailyscript.com/scripts/downsizing.pdf,,,,
2017,The Big Sick,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://imsdb.com/scripts/Big-Sick,-The.html",,,,
2017,Dunkirk,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/Dunkirk.pdf,,,,
2017,Guardians of the Galaxy Vol. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://imsdb.com/scripts/Guardians-of-the-Galaxy-Vol-2.html,,,,
2018,Halloween,,,,Shower,2,,,,,,,,Rhian Rees,,,Jefferson Hall,,,,,,,Together,F,,,https://imsdb.com/scripts/Halloween.html,,,,
2018,Second Act,,,,Shower,1,,,,,,,,Jennifer Lopez,,,,,,,,,,,,,,https://dailyscript.com/scripts/Second_Act.pdf,,,,
2018,A Quiet Place,C,Bathtub,1,,,,Emily Blunt,,,,,,,,,,,,,,,,,,,,https://imsdb.com/scripts/A-Quiet-Place.html,,,,
2018,If Beale Street Could Talk,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/Beale.pdf,,,,
2018,First Man,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/first-man-2018.pdf,,,,
2018,Black Panther,,,,,,,,,,,,,,,,,,,,,,,,,,,https://imsdb.com/scripts/Black-Panther.html,,,,
2018,BlacKkKlansman,,,,,,,,,,,,,,,,,,,,,,,,,,,https://imsdb.com/scripts/BlacKkKlansman.html,,,,
2018,Summer of 84,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailyscript.com/scripts/SUMMER-OF-84.pdf,,,,
2018,Ready Player One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Crazy Rich Asians,C,,,Shower,1,,,,,,,,,,,Pierre Png,,,,,,,,,,,,,,,
2018,The First Purge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Mission: Impossible - Fallout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Overboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Truth or Dare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,The Mule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Aquaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Fantastic Beasts: The Crimes of Grindelwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Game Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Den of Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,The Commuter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Mary Queen of Scots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Can You Ever Forgive Me?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Bad Samaritan,C,,,Shower,1,,,,,,,,,,,Robert Sheehan,,,,,,,,,,,,,,,
2018,Leave No Trace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Unsane,C,,,Shower,1,,,,,,,,Claire Foy,,,,,,,,,,,,,,,,,,
2018,The Old Man & the Gun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,The Possession of Hannah Grace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,The Favourite,C,Mud bath,1,,,,Olivia Colman,Rachel Weisz,,,,,,,,,,,,,,Together,,,,,,,,,
2018,Midnight Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Mid90s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Green Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,First Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Robin Hood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Paddington 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Searching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Red Sparrow,C,Bathtub,1,Shower,2,Water torture,Jennifer Lawrence,,,,,,Jennifer Lawrence,,,,,,,,,,,,,A man attempts to rape Jennifer Lawrence in the shower but she beats him with a shower handle,,,,,
2018,Ant-Man and the Wasp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Rampage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Insidious: The Last Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Life Itself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Gemini Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,The Hustle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Zombieland: Double Tap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,The Prodigy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,The Peanut Butter Falcon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Fighting with My Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Breakthrough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Knives Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Annabelle Comes Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Star Wars: Episode IX - The Rise of Skywalker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Ma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Ready or Not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Joker,C,Bathtub,1,,,,Frances Conroy,,,,,,,,,,,,,,,,,,,,https://imsdb.com/scripts/Joker.html,,,,
2019,47 Meters Down: Uncaged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,A Hidden Life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Motherless Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Midsommar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,The Intruder,C,Bathtub,1,Shower,1,,Meagan Good,,,,,,Meagan Good,,,,,,,,,,,,,,,,,,
2019,Just Mercy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Rambo: Last Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dora and the Lost City of Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Men in Black: International,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Little Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Pain and Glory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,The Beach Bum,C,,,,,Jacuzzi,,,,,,,,,,,,,,Matthew McConaughey; Snoop Dogg,,,,,Together,,,,,,
2019,Anna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Official Secrets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Maleficent: Mistress of Evil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Richard Jewell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Ad Astra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,X-Men: Dark Phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Hustlers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Once Upon a Time... In Hollywood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Avengers: Endgame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Playing with Fire,C,,,Shower,1,,,,,,,,,,,John Cena,,,,,,,,,,,,,,,
2019,Cold Pursuit,C,Bathtub,1,,,,,,,,Tom Bateman,,,,,,,,,,,,,,,,,,,,
2019,Booksmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Judy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,The Lighthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,The Broken Hearts Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,The Photograph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,The Rental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Ammonite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,The Big Ugly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Color Out of Space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,All My Life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Unhinged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Bill & Ted Face the Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Birds of Prey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,The Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Promising Young Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brahms: The Boy II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,The New Mutants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Tenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,The Invisible Man,C,,,Shower,1,,,,,,,,Elisabeth Moss,,,,,,,,,,,,,,,,,,
2020,Gretel & Hansel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Wild Mountain Thyme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,The Wretched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,The Rhythm Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Emma.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Come Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Wonder Woman 1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Underwater,C,,,Shower,1,,,,,,,,Kristen Stewart,,,,,,,,,,,,,,,,,,
2020,Bloodshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fatale,C,,,Shower,1,,,,,,,,Hillary Swank,,,,,,,,,,,,,,,,,,
2020,The Last Shift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Tulsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Tesla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,The Nest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Kajillionaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Becky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,News of the World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,The Call of the Wild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Fatman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Wendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,She Dies Tomorrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,The King's Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Nightmare Alley,C,Bathtub,1,,,,,,,,Bradley Cooper,,,,,,,,,,,,,,,,,,,,
2021,The Protégé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Judas and the Black Messiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
